,Price,SurfaceArea,ApartmentType,YearBuilt,ApartmentSetting,FloorNumber,TotalFloorsInBuilding,YearRenovated,BalconyTerraceAtrium,OutdoorFurniture,Furniture,ParkingSpots,NetArea,EnergyClass,TotalRooms,TotalFloors,HouseMaterial,HouseType,LandArea,Region,District,Neighborhood
1266,320000,133,missing,2022,missing,missing,0,0,Atrij,Vrt/dvorišče,missing,0,"133,00 m²",missing,5,missing,missing,Samostojna,500,Podravska, Maribor okolica, Razvanje
1267,219000,120,missing,0,missing,missing,0,0,"Terasa, Atrij",Vrt/dvorišče,Neopremljeno,0,"140,90 m²",missing,0,missing,"Zidana hiša (beton, opeka)",Atrijska,657,Podravska, Lenart v Slovenskih goricah, Voličina
1268,169900,80,missing,2003,missing,missing,0,0,Terasa,Vrt/dvorišče,Delno opremljeno,0,"215,00 m²",B1 (15 - 25 kWh/m²a),0,missing,"Zidana hiša (beton, opeka)",Samostojna,0,Podravska, Makole, Stari Grad
1269,100,42,missing,0,missing,missing,0,0,missing,missing,Popolnoma opremljeno,0,missing,missing,3,Pritlična,Lesena hiša,Samostojna,0,Posavska, Brežice, Čatež ob Savi
1270,85000,180,missing,1980,missing,missing,0,2010,missing,missing,missing,0,"180,00 m²",missing,4,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,860,Podravska, Slovenska Bistrica, Slovenska Bistrica
1271,160000,0,missing,1985,missing,missing,0,0,missing,missing,missing,0,missing,missing,0,missing,missing,missing,0,Savinjska, Vitanje, Stenica
1272,299000,340,missing,1992,missing,missing,0,0,Terasa,Vrt/dvorišče,missing,7,"339,60 m²",E (105 - 150 kWh/m²a),7,missing,missing,Samostojna,0,Pomurska, Murska Sobota, Markišavci
1273,239500,217,missing,1972,missing,missing,0,0,"Balkon, Terasa",Vrt/dvorišče,Popolnoma opremljeno,0,"263,07 m²",missing,5,missing,missing,Samostojna,499,Podravska, Maribor, Melje
1274,230000,189,missing,1980,missing,missing,0,0,missing,missing,missing,0,"189,00 m²",F (150 - 210 kWh/m²a),10,missing,missing,Ostalo,797,Goriška, Renče, Vogrsko
1275,379000,165,missing,2003,missing,missing,0,0,"Zaprt balkon, Terasa",Vrt/dvorišče,Popolnoma opremljeno,0,"235,30 m²",C (35 - 60 kWh/m²a),0,missing,missing,Samostojna,0,Posavska, Krško, Sremič
1276,20000,150,missing,0,missing,missing,0,0,Balkon,missing,Neopremljeno,0,"150,00 m²",missing,4,Dvonadstropna,Kamnita hiša,Dvojček,168,Goriška, Kanal ob Soči, Ukanje
1279,445000,145,missing,1840,missing,missing,0,1995,missing,missing,missing,0,missing,E (105 - 150 kWh/m²a),4,missing,missing,Samostojna,0,Osrednjeslovenska, Ljubljana Center, Center
1280,239900,0,missing,1997,missing,missing,0,2010,"Balkon, Zaprt balkon","Vrt/dvorišče, Lopa za shranjevanje",Popolnoma opremljeno,0,"177,00 m²",E (105 - 150 kWh/m²a),4,Dvonadstropna,missing,Samostojna,0,Savinjska, Žalec, Grče
1281,15000,0,missing,0,missing,missing,0,0,missing,Lopa za shranjevanje,Delno opremljeno,0,missing,missing,0,missing,Lesena hiša,Kmetija,0,Podravska, Cirkulane, Gradišča
1283,107550,0,missing,1960,missing,missing,0,0,missing,missing,missing,0,missing,missing,0,missing,missing,Ostalo,0,Podravska, Hoče, Hočko Pohorje
1284,160000,184,missing,1980,missing,missing,0,2013,Terasa,Vrt/dvorišče,Delno opremljeno,4,"280,00 m²",D (60 - 105 kWh/m²a),10,Dvonadstropna,"Zidana hiša (beton, opeka)",Dvostanovanjska,0,Podravska, Trnovska vas, Trnovska vas
1285,6000,42,missing,0,missing,missing,0,0,missing,missing,missing,0,missing,missing,1,Pritlična,missing,Samostojna,0,Savinjska, Celje, Center
1286,61990,0,missing,1984,missing,missing,0,0,missing,missing,missing,0,missing,missing,0,missing,missing,missing,0,Pomurska, Ljutomer, Ljutomer
1287,370000,180,missing,1990,missing,missing,0,2020,"Balkon, Zaprt balkon, Terasa, Atrij","Vrt/dvorišče, Zimski vrt, Lopa za shranjevanje, Vrtna uta",Popolnoma opremljeno,2,"270,00 m²",missing,6,Enonadstropna,missing,Samostojna,600,Podravska, Maribor, Ostalo
1288,90000,0,missing,1978,missing,missing,0,0,Balkon,Vrt/dvorišče,Delno opremljeno,0,missing,missing,8,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,0,Pomurska, Črenšovci, Trnje
1289,144900,256,missing,1993,missing,missing,0,2019,missing,missing,missing,0,"256,00 m²",missing,0,missing,missing,missing,355,Podravska, Kidričevo, Lovrenc na Dravskem polju
1290,194000,120,missing,2022,missing,missing,0,0,missing,missing,missing,0,"155,00 m²",missing,0,missing,missing,missing,375,Savinjska, Vojnik, Vojnik
1291,115000,210,missing,1984,missing,missing,0,2000,"Balkon, Terasa, Atrij","Vrt/dvorišče, Zimski vrt, Lopa za shranjevanje, Vrtna uta",Potrebno obnove,0,"250,00 m²",missing,10,Dvonadstropna,"Zidana hiša (beton, opeka)",Samostojna,600,Osrednjeslovenska, Litija, Vače
1292,74000,0,missing,1974,missing,missing,0,0,missing,missing,missing,0,missing,missing,0,missing,missing,missing,0,Savinjska, Laško, Mala Breza
1293,99000,100,missing,2012,missing,missing,0,2022,"Balkon, Terasa",Vrt/dvorišče,missing,0,"150,00 m²",missing,0,missing,missing,missing,0,Pomurska, Lendava, Dolina pri Lendavi
1294,635000,604,missing,1994,missing,missing,0,2008,"Balkon, Atrij",Vrt/dvorišče,missing,0,missing,D (60 - 105 kWh/m²a),6,Večnadstropna,"Zidana hiša (beton, opeka)",Samostojna,651,Gorenjska, Kranj, Golnik
1295,335000,206,missing,1950,missing,missing,0,0,missing,missing,missing,0,"206,00 m²",missing,0,missing,"Zidana hiša (beton, opeka)",Samostojna,0,Podravska, Kidričevo, Lovrenc na Dravskem polju
1297,69800,130,missing,1980,missing,missing,0,0,"Balkon, Zaprt balkon, Terasa",missing,missing,0,missing,EI v izdelavi,1,Pritlična,missing,Samostojna,0,Savinjska, Šmarje pri Jelšah, Grliče
1298,620000,0,missing,2002,missing,missing,0,0,missing,"Bazen, Vrt/dvorišče",missing,4,missing,C (35 - 60 kWh/m²a),7,Dvonadstropna,missing,Samostojna,0,Savinjska, Prebold, Prebold
1299,26000,40,missing,1960,missing,missing,0,1990,missing,missing,missing,0,missing,missing,1,Pritlična,missing,Samostojna,0,Jugovzhodna Slovenija, Novo mesto, Uršna sela
1300,360000,305,missing,1980,missing,missing,0,2005,missing,missing,missing,0,missing,missing,0,Pritlična,missing,Ostalo,0,Podravska, Ptuj, Ptuj
1301,370000,155,missing,2008,missing,missing,0,2008,"Balkon, Terasa",Vrt/dvorišče,Popolnoma opremljeno,0,"200,00 m²",EI v izdelavi,5,Enonadstropna,"Zidana hiša (beton, opeka)",Vrstna,365,Obalno-kraška, Kozina, Hrpelje
1302,62000,72,missing,1980,missing,missing,0,0,missing,missing,missing,0,missing,D (60 - 105 kWh/m²a),0,missing,missing,Samostojna,960,Pomurska, Murska Sobota, Bakovci
1303,30000,70,missing,1900,missing,missing,0,1990,Balkon,"Vrt/dvorišče, Lopa za shranjevanje",Popolnoma opremljeno,0,missing,Ni možno izdati,3,Pritlična,Kamnita hiša,Dvojček,0,Posavska, Krško, Reštanj
1304,155000,137,missing,2022,missing,missing,0,0,Terasa,Vrt/dvorišče,missing,0,"149,00 m²",Ni možno izdati,3,Visokopritlična,"Zidana hiša (beton, opeka)",Vrstna,267,Podravska, Hajdina, Hajdina
1305,279000,149,missing,2008,missing,missing,0,0,missing,missing,missing,0,"211,00 m²",missing,3,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,909,Podravska, Ptuj, Ptuj
1306,50000,102,missing,1980,missing,missing,0,2010,"Balkon, Terasa","Vrt/dvorišče, Vrtna uta",Popolnoma opremljeno,3,"102,00 m²",missing,3,Pritlična,"Zidana hiša (beton, opeka)",Samostojna,434,Podravska, Ormož, Trstenik
1307,195000,121,missing,2023,missing,missing,0,0,missing,missing,missing,0,"121,00 m²",missing,4,missing,"Zidana hiša (beton, opeka)",Dvojček,513,Podravska, Duplek, Spodnji Duplek
1308,205000,121,missing,2023,missing,missing,0,0,missing,missing,missing,0,"121,00 m²",missing,4,missing,"Zidana hiša (beton, opeka)",Dvojček,842,Podravska, Duplek, Spodnji Duplek
1309,127500,180,missing,1934,missing,missing,0,1995,missing,missing,missing,0,"180,00 m²",missing,5,missing,"Zidana hiša (beton, opeka)",missing,0,Podravska, Lenart v Slovenskih goricah, Lenart v Slovenskih goricah
1310,295000,143,missing,2006,missing,missing,0,2019,missing,missing,Neopremljeno,1,"143,00 m²",missing,4,missing,"Zidana hiša (beton, opeka)",missing,336,Podravska, Slovenska Bistrica, Slovenska Bistrica
1311,275000,240,missing,1984,missing,missing,0,2017,missing,missing,missing,1,"240,00 m²",missing,0,missing,"Zidana hiša (beton, opeka)",Samostojna,600,Savinjska, Slovenske Konjice, Slovenske Konjice
1312,207000,179,missing,1800,missing,missing,0,1980,missing,missing,missing,2,"179,00 m²",missing,0,missing,"Zidana hiša (beton, opeka)",missing,0,Savinjska, Rogaška Slatina, Rajnkovec
1313,130000,179,missing,1800,missing,missing,0,1980,missing,missing,missing,2,"179,00 m²",missing,0,missing,"Zidana hiša (beton, opeka)",Samostojna,0,Savinjska, Rogaška Slatina, Rajnkovec
1315,347900,141,missing,2022,missing,missing,0,0,Terasa,"Vrt/dvorišče, Lopa za shranjevanje",missing,2,"140,90 m²",missing,0,Enonadstropna,"Zidana hiša (beton, opeka)",Vrstna,247,Podravska, Maribor, Limbuš
1316,347900,141,missing,2022,missing,missing,0,0,Terasa,Lopa za shranjevanje,missing,2,"140,90 m²",missing,0,Enonadstropna,"Zidana hiša (beton, opeka)",Vrstna,247,Podravska, Maribor, Limbuš
1317,329900,124,missing,2022,missing,missing,0,0,Terasa,"Vrt/dvorišče, Lopa za shranjevanje",missing,2,"124,50 m²",missing,0,Enonadstropna,"Zidana hiša (beton, opeka)",Dvojček,294,Podravska, Maribor, Limbuš
1318,329900,124,missing,2022,missing,missing,0,0,Terasa,"Vrt/dvorišče, Lopa za shranjevanje",missing,2,"124,50 m²",missing,0,Enonadstropna,"Zidana hiša (beton, opeka)",Dvojček,294,Podravska, Maribor, Limbuš
1319,215000,180,missing,0,missing,missing,0,0,missing,missing,missing,0,missing,missing,0,missing,missing,missing,0,Jugovzhodna Slovenija, Šmarješke Toplice, Šmarješke Toplice
1321,220000,111,missing,2022,missing,missing,0,0,"Terasa, Atrij",Vrt/dvorišče,Neopremljeno,2,missing,Ni možno izdati,5,Enonadstropna,"Zidana hiša (beton, opeka)",Dvojček,255,Podravska, Rače, Podova
1322,285000,86,missing,2008,missing,missing,0,0,"Terasa, Atrij",Vrt/dvorišče,Delno opremljeno,2,"85,60 m²",EI v izdelavi,2,Visokopritlična,"Zidana hiša (beton, opeka)",Dvostanovanjska,298,Osrednjeslovenska, Komenda, Klanec
1323,310000,356,missing,1984,missing,missing,0,2020,"Balkon, Terasa","Vrt/dvorišče, Lopa za shranjevanje, Žar, Bazen",Popolnoma opremljeno,3,"356,00 m²",E (105 - 150 kWh/m²a),7,Dvonadstropna,"Zidana hiša (beton, opeka)",Samostojna,833,Podravska, Maribor, Bresternica
1324,285000,260,missing,1998,missing,missing,0,0,"Balkon, Terasa",Vrt/dvorišče,Popolnoma opremljeno,0,"300,00 m²",EI v izdelavi,6,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,625,Podravska, Maribor, Center
1325,222000,350,missing,1998,missing,missing,0,2004,"Balkon, Terasa","Vrt/dvorišče, Lopa za shranjevanje",missing,3,"216,00 m²",D (60 - 105 kWh/m²a),5,Enonadstropna,"Zidana hiša (beton, opeka)",Stanovanjsko-poslovna,0,Jugovzhodna Slovenija, Novo mesto, Dolenji Suhadol
1326,114990,60,missing,1928,missing,missing,0,0,missing,"Vrt/dvorišče, Lopa za shranjevanje",missing,0,"71,60 m²",missing,0,missing,missing,Samostojna,372,Podravska, Maribor, Pobrežje
1327,590000,295,missing,1984,missing,missing,0,0,missing,missing,missing,2,"295,00 m²",missing,0,missing,"Zidana hiša (beton, opeka)",Samostojna,0,Podravska, Kungota, Gradiška
1328,179900,234,missing,1988,missing,missing,0,2010,"Terasa, Loža","Vrt/dvorišče, Lopa za shranjevanje",Delno opremljeno,0,"263,00 m²",missing,5,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,0,Podravska, Ptuj, Podvinci
1329,189000,142,missing,2012,missing,missing,0,0,Terasa,missing,missing,0,"258,00 m²",missing,4,Visokopritlična,"Zidana hiša (beton, opeka)",Samostojna,699,Podravska, Ptuj, Ptuj
1330,450000,291,missing,2003,missing,missing,0,0,"Balkon, Zaprt balkon","Vrt/dvorišče, Zimski vrt, Lopa za shranjevanje",missing,0,"427,50 m²",C (35 - 60 kWh/m²a),6,missing,"Zidana hiša (beton, opeka)",Samostojna,0,Podravska, Gorišnica, Tibolci
1331,166000,137,missing,2022,missing,missing,0,0,Terasa,Vrt/dvorišče,missing,0,"149,00 m²",missing,3,Visokopritlična,"Zidana hiša (beton, opeka)",Vrstna,350,Podravska, Hajdina, Hajdina
1332,149900,96,missing,1986,missing,missing,0,0,Balkon,"Vrt/dvorišče, Vrtna uta",missing,0,"176,80 m²",missing,4,Pritlična,"Zidana hiša (beton, opeka)",Samostojna,668,Podravska, Ptuj, Ptuj
1333,74900,32,missing,1860,missing,missing,0,0,missing,missing,missing,0,"40,00 m²",missing,1,Pritlična,Lesena hiša,Samostojna,0,Podravska, Ormož, Lunovec
1334,189000,190,missing,1936,missing,missing,0,2005,Balkon,missing,Delno opremljeno,2,"130,00 m²",missing,6,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,276,Podravska, Maribor, Pobrežje
1335,289000,215,missing,1979,missing,missing,0,2015,"Balkon, Zaprt balkon, Terasa, Loža, Atrij","Vrt/dvorišče, Zimski vrt, Lopa za shranjevanje, Vrtna uta, Bazen",Delno opremljeno,0,missing,missing,0,missing,missing,Samostojna,0,Podravska, Duplek, Spodnji Duplek
1336,600000,120,missing,1600,missing,missing,0,2007,Terasa,Vrt/dvorišče,Popolnoma opremljeno,1,"130,00 m²",D (60 - 105 kWh/m²a),4,Večnadstropna,Kamnita hiša,Vrstna,85,Obalno-kraška, Koper, Koper
1337,395000,150,missing,2023,missing,missing,0,0,Terasa,missing,missing,0,"150,00 m²",B2 (25 - 35 kWh/m²a),0,Enonadstropna,missing,Samostojna,750,Savinjska, Velenje, Velenje
1339,90000,137,missing,1850,missing,missing,0,1985,"Terasa, Atrij","Vrt/dvorišče, Lopa za shranjevanje, Vrtna uta",Popolnoma opremljeno,2,"300,00 m²",missing,5,Enonadstropna,"Zidana hiša (beton, opeka)",Dvostanovanjska,0,Posavska, Krško, Raka
1340,295000,112,missing,2001,missing,missing,0,2007,Balkon,"Vrt/dvorišče, Lopa za shranjevanje",Delno opremljeno,0,"124,00 m²",missing,6,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,600,Osrednjeslovenska, Škofljica, Gradišče nad Pijavo Gorico
1341,298000,612,missing,1989,missing,missing,0,0,missing,missing,Neopremljeno,0,"612,00 m²",missing,0,missing,"Zidana hiša (beton, opeka)",Samostojna,0,Obalno-kraška, Komen, Gorjansko
1342,157000,67,missing,1825,missing,missing,0,1993,missing,missing,missing,0,"67,00 m²",missing,0,missing,"Zidana hiša (beton, opeka)",missing,268,Obalno-kraška, Kozina, Mihele
1343,69900,80,missing,1998,missing,missing,0,0,"Balkon, Terasa, Loža",Vrtna uta,missing,0,"150,00 m²",missing,3,Pritlična,"Zidana hiša (beton, opeka)",Samostojna,0,Podravska, Majšperk, Koritno
1344,790000,254,missing,1976,missing,missing,0,2004,missing,missing,missing,0,missing,missing,5,missing,missing,missing,498,Osrednjeslovenska, Ljubljana Šiška, Zgornja Šiška
1347,1750,238,missing,1984,missing,missing,0,0,"Balkon, Terasa","Vrt/dvorišče, Lopa za shranjevanje",Delno opremljeno,5,"399,00 m²",Ni možno izdati,5,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,516,Obalno-kraška, Piran, Lucija
1348,119000,0,missing,1950,missing,missing,0,2010,missing,missing,missing,0,"80,00 m²",missing,0,missing,missing,Samostojna,0,Podravska, Hoče, Hotinja vas
1349,200000,179,missing,1997,missing,missing,0,2019,Balkon,"Vrt/dvorišče, Lopa za shranjevanje, Vrtna uta, Žar",missing,4,"295,00 m²",missing,5,Dvonadstropna,"Zidana hiša (beton, opeka)",Samostojna,0,Osrednjeslovenska, Litija, Čateška Gora
1350,75000,100,missing,1932,missing,missing,0,1980,missing,"Vrt/dvorišče, Vrtna uta, Žar",Delno opremljeno,0,"150,00 m²",F (150 - 210 kWh/m²a),3,missing,Kamnita hiša,Samostojna,697,Jugovzhodna Slovenija, Loški Potok, Draga
1351,279000,189,missing,2007,missing,missing,0,0,"Balkon, Terasa",Vrt/dvorišče,missing,0,"189,00 m²",C (35 - 60 kWh/m²a),0,missing,missing,Vrstna,175,Podravska, Maribor, Limbuš
1352,205000,135,missing,2002,missing,missing,0,0,"Balkon, Terasa",Vrt/dvorišče,Popolnoma opremljeno,3,"297,90 m²",D (60 - 105 kWh/m²a),4,missing,missing,Samostojna,0,Podravska, Rače, Morje
1353,249000,450,missing,2002,missing,missing,0,0,"Balkon, Terasa, Loža","Vrt/dvorišče, Lopa za shranjevanje",Popolnoma opremljeno,0,"400,00 m²",missing,6,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,0,Pomurska, Gornja Radgona, Spodnja Ščavnica
1354,140000,115,missing,1980,missing,missing,0,0,Terasa,"Vrt/dvorišče, Lopa za shranjevanje",missing,0,missing,D (60 - 105 kWh/m²a),3,Pritlična,"Zidana hiša (beton, opeka)",Samostojna,870,Jugovzhodna Slovenija, Semič, Semič
1355,110000,120,missing,1980,missing,missing,0,2022,Terasa,"Vrt/dvorišče, Lopa za shranjevanje",Neopremljeno,7,"300,00 m²",C (35 - 60 kWh/m²a),3,Pritlična,"Zidana hiša (beton, opeka)",Samostojna,960,Pomurska, Lendava, Mostje
1356,105000,147,missing,1953,missing,missing,0,1997,missing,missing,missing,0,missing,missing,6,Dvonadstropna,"Zidana hiša (beton, opeka)",Samostojna,359,Zasavska, Zagorje ob Savi, Selo pri Zagorju
1357,390000,0,missing,1970,missing,missing,0,0,missing,missing,missing,2,missing,EI ni potrebna (334. člen EZ-1),5,Dvonadstropna,missing,Samostojna,0,Osrednjeslovenska, Ljubljana Šiška, Šiška
1358,339000,0,missing,1996,missing,missing,0,0,missing,Vrt/dvorišče,missing,0,missing,D (60 - 105 kWh/m²a),6,missing,missing,Samostojna,0,Podravska, Šentilj v Slovenskih goricah, Šentilj v Slovenskih goricah
1359,50000,0,missing,1997,missing,missing,0,0,missing,Vrt/dvorišče,missing,0,missing,G (210+ kWh/m²a),3,missing,missing,Samostojna,0,Savinjska, Rogaška Slatina, Rogaška Slatina
1360,220000,0,missing,1965,missing,missing,0,0,missing,missing,missing,0,missing,missing,6,missing,missing,Samostojna,0,Zasavska, Trbovlje, Trbovlje
1361,62000,0,missing,1989,missing,missing,0,0,missing,Vrt/dvorišče,missing,2,missing,EI ni potrebna (334. člen EZ-1),2,Večnadstropna,missing,missing,0,Savinjska, Šentjur, Loka pri Žusmu
1362,220000,0,missing,1994,missing,missing,0,0,missing,missing,missing,0,missing,missing,6,missing,missing,Samostojna,0,Podravska, Ptuj, Ptuj
1363,96000,0,missing,1976,missing,missing,0,0,missing,missing,missing,0,missing,missing,2,Dvonadstropna,missing,Samostojna,0,Podravska, Videm pri Ptuju, Videm pri Ptuju
1366,138000,200,missing,0,missing,missing,0,2010,Balkon,missing,missing,3,missing,EI v izdelavi,0,Enonadstropna,"Zidana hiša (beton, opeka)",Dvostanovanjska,188,Savinjska, Radeče, Radeče
1367,280000,79,missing,1800,missing,missing,0,2018,missing,missing,missing,0,"79,00 m²",missing,4,missing,"Zidana hiša (beton, opeka)",missing,0,Obalno-kraška, Koper, Koper
1368,515000,516,missing,1902,missing,missing,0,2001,missing,missing,missing,0,"516,00 m²",missing,0,missing,"Zidana hiša (beton, opeka)",Samostojna,0,Koroška, Slovenj Gradec, Slovenj Gradec
1369,120000,80,missing,1976,missing,missing,0,2010,missing,missing,Popolnoma opremljeno,0,"80,00 m²",missing,3,missing,"Zidana hiša (beton, opeka)",Samostojna,0,Podravska, Maribor okolica, Vrhov Dol
1370,119700,101,missing,1972,missing,missing,0,0,missing,missing,missing,0,"101,00 m²",missing,3,missing,"Zidana hiša (beton, opeka)",Kmetija,0,Podravska, Videm pri Ptuju, Vareja
1371,246000,433,missing,2014,missing,missing,0,0,missing,missing,missing,0,"433,00 m²",missing,0,missing,"Zidana hiša (beton, opeka)",Samostojna,0,Podravska, Slovenska Bistrica, Zgornja Polskava
1372,370000,152,missing,2023,missing,missing,0,0,missing,missing,missing,0,"152,00 m²",missing,0,missing,"Zidana hiša (beton, opeka)",missing,210,Osrednjeslovenska, Ljubljana Moste Polje, Zalog
1373,350000,151,missing,2023,missing,missing,0,0,missing,missing,missing,0,"151,00 m²",missing,0,missing,"Zidana hiša (beton, opeka)",missing,174,Osrednjeslovenska, Ljubljana Moste Polje, Zalog
1374,350000,151,missing,2023,missing,missing,0,0,missing,missing,missing,0,"151,00 m²",missing,0,missing,"Zidana hiša (beton, opeka)",missing,169,Osrednjeslovenska, Ljubljana Moste Polje, Zalog
1375,362000,152,missing,2023,missing,missing,0,0,missing,missing,missing,0,"152,00 m²",missing,0,missing,"Zidana hiša (beton, opeka)",missing,194,Osrednjeslovenska, Ljubljana Moste Polje, Zalog
1376,115000,84,missing,1954,missing,missing,0,0,Balkon,Vrt/dvorišče,Delno opremljeno,0,"201,90 m²",F (150 - 210 kWh/m²a),0,missing,missing,Samostojna,481,Posavska, Krško, Leskovec pri Krškem
1377,65000,85,missing,1965,missing,missing,0,1985,missing,missing,missing,0,missing,missing,0,Pritlična,"Zidana hiša (beton, opeka)",Samostojna,576,Savinjska, Polzela, Andraž nad Polzelo
1378,115000,84,missing,1954,missing,missing,0,0,Balkon,missing,Delno opremljeno,0,"201,90 m²",F (150 - 210 kWh/m²a),4,Dvonadstropna,"Zidana hiša (beton, opeka)",Samostojna,481,Posavska, Krško, Leskovec pri Krškem
1379,350000,0,missing,1969,missing,missing,0,2007,missing,missing,missing,0,"190,70 m²",C (35 - 60 kWh/m²a),0,Enonadstropna,missing,Vrstna,433,Osrednjeslovenska, Ljubljana Moste Polje, Zalog
1380,210000,234,missing,1995,missing,missing,0,2014,"Balkon, Terasa",missing,missing,0,missing,D (101 do 150 kWh/m²a) - HR,0,Enonadstropna,"Zidana hiša (beton, opeka)",Stanovanjsko-poslovna,185,Savinjska, Slovenske Konjice, Slovenske Konjice
1381,160000,160,missing,1925,missing,missing,0,2011,missing,"Vrt/dvorišče, Lopa za shranjevanje",Popolnoma opremljeno,0,"450,00 m²",F (150 - 210 kWh/m²a),4,Pritlična,"Zidana hiša (beton, opeka)",Ostalo,0,Savinjska, Polzela, Orova vas
1382,155000,96,missing,2022,missing,missing,0,0,Terasa,Vrt/dvorišče,Delno opremljeno,2,"96,00 m²",A1 (0 - 10 kWh/m²a),3,Pritlična,missing,Samostojna,512,Jugovzhodna Slovenija, Straža, Straža
1385,300000,358,missing,2019,missing,missing,0,0,Balkon,Vrt/dvorišče,Nedokončana gradnja,0,missing,missing,1,Enonadstropna,missing,Samostojna,858,Osrednjeslovenska, Logatec, Logatec
1386,370000,0,missing,2023,missing,missing,0,0,missing,missing,missing,0,"152,12 m²",missing,0,Dvonadstropna,"Zidana hiša (beton, opeka)",Vrstna,211,Osrednjeslovenska, Ljubljana Moste Polje, Novo Polje
1387,350000,0,missing,2023,missing,missing,0,0,missing,missing,missing,0,"151,81 m²",missing,0,Dvonadstropna,"Zidana hiša (beton, opeka)",Vrstna,174,Osrednjeslovenska, Ljubljana Moste Polje, Novo Polje
1388,350000,0,missing,2023,missing,missing,0,0,missing,missing,missing,0,"151,81 m²",missing,0,Dvonadstropna,"Zidana hiša (beton, opeka)",Vrstna,169,Osrednjeslovenska, Ljubljana Moste Polje, Novo Polje
1389,362000,0,missing,2023,missing,missing,0,0,missing,missing,missing,0,"152,47 m²",missing,0,Dvonadstropna,"Zidana hiša (beton, opeka)",Vrstna,194,Osrednjeslovenska, Ljubljana Moste Polje, Novo Polje
1390,259000,188,missing,2022,missing,missing,0,0,"Terasa, Atrij","Vrt/dvorišče, Lopa za shranjevanje",Neopremljeno,4,"188,00 m²",B1 (15 - 25 kWh/m²a),5,Visokopritlična,"Zidana hiša (beton, opeka)",Samostojna,312,Podravska, Šentilj v Slovenskih goricah, Šentilj v Slovenskih goricah
1391,360000,600,missing,1900,missing,missing,0,1980,missing,missing,missing,0,missing,EI ni potrebna (334. člen EZ-1),0,missing,"Zidana hiša (beton, opeka)",Samostojna,314,Podravska, Maribor, Center
1392,600000,0,missing,1961,missing,missing,0,1980,"Balkon, Terasa","Vrt/dvorišče, Lopa za shranjevanje, Vrtna uta",Potrebno obnove,0,missing,missing,0,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,0,Osrednjeslovenska, Domžale, Domžale
1393,228000,140,missing,1980,missing,missing,0,2015,"Balkon, Terasa","Vrt/dvorišče, Žar",missing,0,"180,00 m²",D (60 - 105 kWh/m²a),4,Visokopritlična,missing,Samostojna,852,Podravska, Kungota, Gradiška
1394,260000,400,missing,1990,missing,missing,0,2020,"Balkon, Terasa","Vrt/dvorišče, Zimski vrt, Lopa za shranjevanje, Vrtna uta, Žar",Popolnoma opremljeno,0,"320,00 m²",missing,10,Dvonadstropna,"Zidana hiša (beton, opeka)",Samostojna,0,Koroška, Slovenj Gradec, Gradišče
